Year,Region,Sales_Volume
2015,Middle East,9279
2023,Middle East,3080
2023,North America,7692
2011,Europe,5373
2012,Europe,217
2015,Europe,8137
2011,South America,8199
2013,North America,6705
2015,Middle East,2475
2014,Africa,7692
2015,Africa,9860
2024,North America,8979
2015,South America,3271
2017,Asia,5085
2018,South America,5748
2014,Asia,9820
2015,Europe,9547
2015,Middle East,1275
2015,Middle East,6793
2011,Europe,9842
2013,Asia,2994
2010,South America,7854
2023,Africa,4359
2021,Europe,7248
2010,Middle East,9649
2010,Middle East,7111
2016,Asia,6430
2010,North America,2847
2015,Middle East,908
2011,Asia,7908
2015,Africa,9498
2015,Africa,3365
2021,Africa,1592
2020,Middle East,8010
2012,North America,5336
2024,Middle East,5480
2017,Europe,5331
2020,Africa,6235
2013,South America,9471
2022,North America,7397
2016,Asia,7032
2013,North America,7223
2010,Asia,8382
2015,Middle East,3613
2014,Middle East,1208
2018,Middle East,2423
2024,North America,4931
2023,Europe,6508
2023,Europe,9516
2024,North America,5768
2018,Asia,4313
2021,Middle East,5234
2020,Asia,2398
2022,South America,3111
2017,Africa,578
2024,Asia,7419
2016,Middle East,2380
2023,Europe,9935
2011,Africa,4474
2023,North America,5707
2017,Europe,1129
2012,Africa,2990
2015,North America,4592
2019,Africa,1775
2016,Africa,979
2021,South America,3897
2015,Middle East,9670
2014,Africa,5299
2013,North America,416
2011,North America,4553
2018,Middle East,1755
2023,Asia,9248
2016,Asia,9112
2016,North America,6809
2013,North America,7897
2023,Middle East,4916
2014,Middle East,5204
2015,North America,978
2021,Africa,1836
2020,Asia,2840
2021,Asia,8019
2011,Africa,5865
2013,Europe,789
2024,Middle East,9731
2022,Africa,4700
2013,Middle East,5873
2021,Asia,9769
2022,South America,9707
2013,Africa,9265
2016,North America,9217
2022,Africa,7600
2016,Asia,7363
2016,Asia,4528
2016,North America,455
2011,North America,4919
2014,Middle East,9123
2019,Europe,3825
2011,North America,1793
2014,Europe,9664
2021,Europe,1912
2015,South America,9851
2012,Europe,8009
2015,Europe,4643
2024,Asia,3005
2014,Europe,1129
2013,Asia,4547
2019,Asia,1750
2018,Africa,8775
2020,Africa,4236
2023,Europe,6223
2017,Asia,5516
2021,Africa,3522
2016,Asia,5139
2020,South America,3376
2024,Europe,2772
2010,North America,9743
2018,Asia,8682
2018,Middle East,9843
2015,Asia,947
2016,Africa,5960
2022,North America,610
2012,Asia,2650
2014,North America,106
2016,North America,332
2010,Europe,8352
2021,South America,1023
2010,Asia,8725
2014,Africa,7096
2018,Asia,2953
2016,North America,5144
2010,South America,725
2022,Africa,9203
2022,North America,3549
2024,North America,2263
2021,Africa,1257
2014,Africa,3590
2024,Europe,565
2017,Europe,7305
2017,Europe,5659
2021,Middle East,2487
2011,Asia,1917
2016,North America,5916
2019,Europe,3763
2014,Asia,4547
2018,Europe,9419
2012,Africa,700
2010,South America,6877
2022,Europe,8062
2013,Middle East,9114
2016,South America,9284
2010,Europe,6514
2011,Africa,798
2023,South America,4191
2014,Africa,3042
2018,North America,3293
2023,Asia,6902
2010,Europe,6550
2021,South America,292
2013,Europe,8781
2021,Europe,1843
2023,South America,9237
2012,Middle East,549
2023,Middle East,5831
2014,South America,9686
2014,Africa,7747
2019,Europe,8015
2011,Europe,7559
2014,Asia,9542
2018,Europe,7177
2014,Africa,2060
2024,Asia,2508
2020,North America,9953
2019,Asia,3683
2011,North America,9718
2016,Asia,3439
2024,Asia,5966
2015,Asia,6089
2016,Asia,5698
2017,Middle East,1441
2019,Europe,4263
2014,South America,4258
2011,North America,1097
2016,Europe,8804
2016,North America,2549
2017,Africa,3011
2016,South America,2061
2019,Africa,6271
2016,South America,6890
2023,South America,7463
2022,Africa,2598
2018,Africa,5943
2017,North America,3064
2024,South America,5412
2011,Asia,2108
2011,South America,5450
2016,South America,4603
2019,North America,2262
2024,Asia,413
2020,Asia,9912
2022,Middle East,692
2024,Middle East,2621
2019,Middle East,4316
2012,South America,3742
2010,Europe,5296
2018,Asia,140
2023,South America,284
2024,Asia,5821
2023,North America,9233
2023,Europe,9331
2012,Europe,5973
2010,Middle East,1018
2015,Middle East,5995
2013,Africa,9047
2023,North America,8310
2010,Middle East,6457
2013,North America,7692
2017,Africa,7885
2020,Middle East,6830
2016,Africa,1172
2024,North America,5407
2021,South America,7557
2010,Europe,9321
2019,South America,1736
2021,Africa,576
2018,Europe,4667
2015,North America,9484
2011,North America,2102
2012,Europe,8979
2016,North America,2250
2012,Asia,9887
2022,Europe,9155
2012,South America,2257
2014,South America,808
2012,Asia,1706
2012,Asia,7084
2020,Asia,9612
2014,North America,9922
2023,North America,6334
2014,Asia,6871
2021,Africa,1511
2018,Africa,6225
2010,Europe,4443
2023,Middle East,6949
2010,Middle East,2973
2020,North America,6513
2023,Europe,6285
2018,Asia,6924
2014,Middle East,3701
2013,Africa,7140
2011,Africa,2781
2021,Asia,5878
2018,Middle East,111
2015,Middle East,6525
2024,North America,4712
2018,Asia,2612
2014,North America,1759
2013,Africa,7403
2016,Africa,8430
2014,North America,3514
2017,Asia,2144
2017,Asia,1115
2022,North America,3889
2011,Asia,5999
2022,South America,5775
2024,Europe,9670
2014,North America,5518
2019,Europe,7164
2017,Asia,4384
2012,Asia,4134
2016,Europe,9874
2012,South America,8282
2024,South America,1656
2015,Middle East,6614
2011,Asia,5812
2015,Africa,2109
2015,Middle East,2215
2017,Middle East,3890
2014,North America,3290
2023,Europe,7755
2010,Middle East,4476
2024,Europe,875
2017,Asia,3882
2021,North America,6271
2018,Asia,7072
2010,Europe,7368
2014,South America,6702
2021,Middle East,3029
2015,Europe,5509
2013,Middle East,1666
2023,North America,8433
2020,South America,1073
2011,Europe,1176
2014,Africa,6873
2023,Asia,5388
2023,Asia,2548
2013,Europe,1681
2022,Europe,9080
2016,Europe,9167
2015,Asia,5357
2012,Africa,2103
2018,Africa,6837
2023,North America,2303
2013,North America,6889
2024,North America,2763
2020,South America,6941
2014,Middle East,6344
2023,Asia,2460
2012,Asia,4675
2017,Middle East,8416
2020,North America,4065
2016,Asia,3007
2020,Middle East,8054
2020,Asia,9840
2024,Africa,2782
2016,South America,3855
2017,Europe,5987
2016,North America,4697
2012,Europe,7580
2012,South America,6500
2011,Africa,1272
2022,South America,1876
2010,Asia,2219
2014,Middle East,6090
2021,North America,5773
2013,Africa,7882
2024,Africa,7727
2022,South America,2313
2020,Europe,4496
2011,North America,7288
2010,Asia,1918
2023,Africa,2000
2023,Middle East,6843
2012,Africa,3798
2022,Europe,8140
2015,Africa,1783
2022,Asia,5828
2011,North America,2690
2019,Europe,3631
2024,Africa,8259
2022,Africa,852
2016,Europe,3757
2020,Asia,9763
2016,Middle East,6400
2020,Europe,3295
2012,Asia,6919
2023,South America,5348
2010,Europe,2241
2018,Asia,7163
2020,North America,6956
2014,Asia,8803
2011,North America,3321
2024,Europe,7214
2017,Middle East,2654
2021,Africa,920
2019,North America,587
2019,North America,4484
2013,South America,2606
2020,South America,6266
2019,North America,3740
2021,Europe,2972
2016,Africa,3290
2023,Middle East,3096
2022,Asia,3534
2014,North America,2972
2022,Africa,987
2012,Middle East,5859
2019,Asia,184
2017,Europe,2446
2011,Africa,8347
2010,Europe,2850
2014,Europe,7630
2020,South America,7343
2013,Africa,4842
2020,Africa,538
2019,Europe,2359
2024,Middle East,5888
2016,Europe,7089
2024,Middle East,9111
2022,South America,3075
2018,Europe,2549
2015,Asia,1672
2020,Europe,4391
2010,Europe,5435
2024,North America,8795
2017,South America,729
2011,Europe,5886
2013,Asia,7293
2012,Europe,8274
2015,Middle East,6572
2011,Africa,4184
2014,Middle East,1819
2020,Middle East,7867
2018,Asia,1669
2024,Europe,5690
2012,South America,921
2011,South America,707
2011,Africa,7728
2024,North America,8337
2018,Europe,177
2015,South America,9590
2011,Africa,2816
2012,South America,227
2024,Europe,9785
2023,South America,3517
2010,South America,5742
2011,Africa,7361
2024,Middle East,4570
2011,Asia,7044
2020,Europe,3766
2011,Asia,8830
2016,Europe,6637
2012,Asia,5438
2022,Middle East,5378
2024,Europe,1475
2023,Middle East,2163
2020,North America,5391
2013,Asia,8357
2011,North America,2628
2014,Middle East,2527
2023,Europe,5133
2018,Europe,5230
2021,South America,2366
2018,Middle East,4768
2016,Middle East,1943
2021,South America,1351
2017,Africa,8756
2022,North America,7693
2023,Middle East,9106
2014,Middle East,1207
2014,Middle East,4324
2021,South America,1397
2012,Asia,253
2015,Middle East,9605
2010,Asia,4020
2012,Africa,5608
2020,Africa,5614
2011,North America,6928
2016,Asia,8738
2018,Africa,6370
2013,Asia,9715
2016,Europe,8882
2017,North America,8238
2019,Europe,5956
2011,Middle East,3815
2016,Asia,7318
2022,Europe,5527
2021,South America,9558
2012,North America,253
2017,Middle East,6705
2015,Middle East,197
2012,North America,4314
2017,Asia,9044
2020,Middle East,9669
2022,North America,4473
2012,North America,8069
2018,Middle East,3018
2020,South America,9490
2012,Asia,2305
2010,North America,8987
2022,North America,5493
2011,Europe,4409
2013,Middle East,1189
2022,Asia,6133
2020,Middle East,7759
2011,South America,756
2013,Middle East,1072
2013,Middle East,6499
2013,South America,5069
2010,Africa,6624
2018,Middle East,5936
2019,Africa,1080
2020,North America,3264
2016,South America,6647
2011,North America,3877
2012,North America,9553
2022,Asia,1132
2017,Africa,3654
2016,North America,460
2013,North America,8115
2013,Europe,2841
2018,South America,5975
2024,Middle East,6305
2014,North America,1481
2023,Africa,9368
2022,Middle East,987
2020,Middle East,2243
2014,North America,6871
2024,Africa,7374
2016,Asia,403
2010,Asia,3855
2012,Africa,7318
2011,Africa,8977
2020,North America,8401
2019,Europe,1216
2015,Europe,9055
2020,Middle East,1399
2021,Middle East,222
2015,Middle East,563
2019,Asia,9537
2010,South America,783
2023,North America,1723
2023,Middle East,1668
2015,South America,6461
2019,Europe,6170
2011,Asia,2558
2020,Europe,6856
2013,Middle East,1488
2015,Asia,7320
2012,Europe,4585
2012,Asia,4323
2021,Africa,9805
2012,Europe,3957
2013,South America,7053
2018,Europe,4414
2013,South America,3677
2022,Asia,6167
2013,Europe,4590
2013,Africa,5901
2016,Europe,1868
2014,Middle East,7450
2021,Europe,536
2011,South America,1155
2016,South America,4442
2012,Asia,4797
2020,Europe,4514
2010,Asia,3689
2018,North America,4908
2014,North America,503
2019,South America,5281
2010,South America,8525
2020,South America,7087
2010,Middle East,1452
2010,Europe,1167
2021,Europe,1780
2018,Middle East,802
2022,North America,6928
2017,Asia,5455
2020,Europe,8058
2022,North America,9476
2024,South America,6216
2022,Middle East,8134
2015,South America,4592
2019,South America,511
2024,South America,3352
2024,Asia,7690
2015,Europe,2948
2015,Middle East,9316
2013,Asia,8027
2014,Europe,754
2019,North America,4350
2012,South America,4516
2012,North America,6274
2019,Africa,8925
2016,Middle East,9305
2014,Europe,3202
2017,North America,6157
2014,South America,4151
2021,Europe,6276
2013,North America,1637
2023,Asia,2019
2012,South America,7202
2021,Asia,8250
2011,Africa,6186
2012,North America,6531
2016,Middle East,5595
2017,North America,4905
2024,South America,3401
2014,North America,7043
2020,Middle East,3259
2010,Europe,3053
2012,Europe,9137
2013,South America,2266
2019,Middle East,828
2022,Middle East,288
2022,Middle East,102
2021,South America,4381
2013,Europe,9481
2021,Europe,8501
2010,Africa,1821
2019,South America,6782
2018,Middle East,4518
2021,Europe,5968
2019,South America,1838
2024,South America,8402
2024,Africa,8196
2013,Europe,9631
2011,Africa,2473
2022,Asia,9925
2018,Africa,7501
2023,Europe,8484
2013,Europe,3281
2013,Middle East,3090
2020,Africa,3890
2015,South America,2966
2017,Asia,6073
2014,North America,4262
2021,South America,4593
2017,North America,7614
2010,Middle East,3139
2022,North America,1265
2013,Africa,2395
2010,Middle East,7147
2012,Middle East,9348
2020,Middle East,4400
2016,Middle East,1501
2010,Asia,8996
2014,Middle East,8156
2010,Asia,5756
2015,Africa,5539
2018,Middle East,3479
2012,Africa,3065
2020,Middle East,4781
2020,Europe,4869
2023,South America,575
2021,Asia,3757
2024,North America,9183
2015,Africa,505
2013,North America,1273
2015,South America,4034
2011,Europe,4460
2013,Asia,1382
2022,Asia,6803
2022,Africa,8899
2016,Europe,8574
2020,North America,1188
2015,Asia,2058
2018,Asia,3695
2020,Africa,8154
2016,North America,3929
2010,South America,8701
2015,Asia,1783
2020,North America,9956
2012,Asia,2200
2017,Middle East,5356
2022,South America,9340
2010,South America,8559
2019,Europe,1506
2011,Middle East,9563
2012,South America,7911
2023,North America,3817
2012,South America,6818
2016,Middle East,1620
2022,North America,5056
2017,Europe,8514
2024,Europe,7180
2018,Africa,5614
2016,Asia,6906
2017,Africa,3089
2020,Europe,4085
2024,North America,644
2015,Middle East,4741
2011,South America,7197
2010,South America,6222
2012,Asia,4432
2018,North America,9355
2022,South America,8255
2016,Asia,3859
2011,North America,6262
2023,Asia,7947
2010,Middle East,8206
2011,Africa,3662
2024,Europe,6388
2012,Asia,7008
2023,Middle East,6983
2015,Asia,8184
2021,Europe,4554
2018,Asia,6815
2017,Europe,683
2019,Africa,8187
2018,North America,8476
2020,South America,7161
2020,North America,6846
2017,Asia,7500
2016,Europe,2992
2015,South America,4042
2017,Middle East,5966
2015,Middle East,1771
2011,Asia,4572
2022,Europe,6728
2018,North America,5139
2018,South America,514
2012,Asia,8262
2018,Asia,8649
2011,North America,4000
2021,Asia,654
2023,Middle East,3692
2012,Africa,328
2023,North America,2634
2015,North America,5137
2023,North America,7985
2013,Africa,380
2017,Europe,2596
2010,North America,5778
2022,North America,1702
2015,South America,2542
2011,Asia,5278
2015,South America,9180
2023,Europe,7190
2010,Africa,7864
2024,Europe,4288
2011,North America,278
2018,South America,5437
2015,South America,830
2017,South America,5780
2016,Europe,4132
2018,North America,9582
2018,Asia,5829
2020,Asia,9450
2013,North America,576
2016,Asia,2923
2014,Middle East,257
2016,North America,1783
2013,South America,999
2021,Europe,1790
2019,Middle East,4426
2020,Asia,6895
2020,Africa,108
2010,Africa,8923
2013,North America,6370
2024,South America,9980
2022,Europe,8244
2019,Middle East,4413
2024,South America,3434
2012,Africa,4227
2018,North America,6686
2014,Asia,7460
2013,Asia,9080
2017,North America,3264
2024,South America,6476
2014,Middle East,2990
2012,South America,6489
2011,North America,3242
2024,South America,6419
2017,Europe,2716
2021,Asia,3589
2011,North America,5501
2023,South America,8198
2017,Asia,2140
2014,Middle East,7278
2017,Middle East,4616
2014,Middle East,536
2010,Europe,5905
2021,South America,555
2022,Asia,1979
2020,Europe,6352
2023,North America,3362
2020,Asia,3724
2011,North America,9045
2023,Asia,6725
2015,Europe,7028
2012,Africa,7077
2017,South America,1853
2014,Africa,2529
2012,Africa,3219
2021,Europe,6344
2019,Middle East,712
2016,South America,4056
2023,North America,4568
2017,Europe,1220
2013,Middle East,3762
2022,Europe,7561
2022,Asia,2033
2020,South America,2319
2018,North America,846
2015,South America,4579
2023,North America,4189
2010,South America,9291
2014,Europe,3155
2014,South America,8253
2016,Europe,8460
2016,South America,4418
2015,North America,2520
2024,North America,1623
2024,Asia,9562
2017,South America,4483
2011,Asia,3354
2023,South America,3666
2022,Asia,1313
2022,South America,4703
2016,Middle East,2796
2019,Middle East,2900
2024,Asia,3270
2016,South America,9062
2013,Middle East,250
2021,North America,8977
2019,Europe,4776
2011,Europe,8307
2013,Europe,295
2013,Asia,8905
2021,North America,5957
2021,Africa,2997
2015,Europe,9586
2023,Africa,707
2016,South America,5464
2012,North America,4076
2024,Asia,7995
2019,Africa,9754
2010,Asia,7365
2012,Middle East,4013
2018,Middle East,2618
2010,Middle East,722
2022,Europe,103
2017,Europe,6930
2011,Asia,1184
2015,Africa,3366
2012,Asia,5681
2016,Middle East,9233
2011,South America,6860
2013,North America,8293
2019,Middle East,6347
2018,Africa,6566
2015,South America,6081
2013,Africa,3314
2011,South America,9254
2019,Asia,6165
2023,Asia,2170
2018,North America,7410
2024,South America,5792
2013,South America,3443
2018,Africa,2156
2023,North America,6227
2011,Africa,6825
2016,Middle East,7843
2020,South America,9896
2020,South America,4539
2014,Europe,2849
2017,North America,2589
2020,South America,4913
2023,Africa,272
2017,Europe,7168
2023,North America,2026
2023,Europe,8441
2013,Africa,6964
2022,Asia,3185
2013,South America,7628
2024,Asia,9467
2017,Asia,9496
2012,Asia,5812
2016,North America,3864
2017,Africa,6541
2017,South America,4119
2020,Europe,7113
2019,South America,9037
2013,Middle East,3786
2018,Europe,8999
2024,Europe,1402
2019,Asia,5598
2013,South America,4119
2017,Middle East,2178
2015,South America,2348
2014,North America,9418
2024,Europe,3068
2013,North America,9059
2014,South America,4468
2024,Africa,8086
2022,Africa,1422
2024,Middle East,3977
2020,South America,7471
2010,South America,8750
2016,Europe,9578
2017,Europe,1115
